# distribute
# normalize=0.49419
# analyze_regions=['UTR5', 'CDS', 'UTR3']
ref_id,UTR5,UTR5_count,UTR5_den,CDS,CDS_count,CDS_den,UTR3,UTR3_count,UTR3_den
B0025.2.1,1-23,0.0,0.0,24-1511,86.46176347826086,0.05810602384291725,1512-1629,4.963386521739131,0.04206259764185704
B0025.2.2,1-16,0.0,0.0,17-1504,86.46176347826086,0.05810602384291725,1505-1625,4.963386521739131,0.04101972332015811
B0025.4.1,1-6,0.0,0.0,7-453,76.10526,0.1702578523489933,454-585,0.0,0.0
B0025.5.1,1-66,0.0,0.0,67-288,0.0,0.0,289-389,0.0,0.0
B0034.1.1,1-14,0.0,0.0,15-779,0.0,0.0,780-974,0.0,0.0
B0034.2.1,,,,1-120,0.0,0.0,,,
B0034.3a.1,1-39,0.0,0.0,40-2994,8.154135,0.0027594365482233505,2995-3998,0.0,0.0
B0034.3a.2,1-39,0.0,0.0,40-2994,8.154135,0.0027594365482233505,2995-3157,0.0,0.0
B0034.3b.1,1-171,0.0,0.0,172-675,0.0,0.0,676-1678,0.0,0.0
B0034.3b.2,1-83,0.0,0.0,84-587,0.0,0.0,588-750,0.0,0.0
B0034.3c.1,1-10,0.0,0.0,11-493,0.0,0.0,494-1496,0.0,0.0
B0034.3c.2,,,,1-483,0.0,0.0,484-646,0.0,0.0
B0034.4.1,1-514,0.0,0.0,515-1165,0.0,0.0,1166-1240,0.0,0.0
B0034.5.1,,,,1-1095,0.4941899999999999,0.0004513150684931506,,,
B0034.7.1,1-100,0.0,0.0,101-337,0.4941899999999999,0.0020851898734177213,338-412,0.0,0.0
B0035.10.1,1-31,9.471975,0.3055475806451613,32-442,99.85495711038963,0.24295610002527893,443-574,6.225510389610389,0.0471629574970484
B0035.10.2,1-12,0.0,0.0,13-423,99.85495711038963,0.24295610002527893,424-486,0.2952303896103896,0.004686196660482375
B0035.11.1,,,,1-1293,320.9344086166009,0.2482091327274562,1294-1483,38.835911383399214,0.20439953359683796
B0035.12.1,1-21,0.0,0.0,22-2532,177.90840000000003,0.07085161290322582,2533-2814,18.861585,0.06688505319148937
B0035.12.2,1-98,1.4825700000000002,0.01512826530612245,99-2609,177.90840000000003,0.07085161290322582,2610-2891,18.861585,0.06688505319148937
B0035.12.3,1-21,0.0,0.0,22-2532,177.90840000000003,0.07085161290322582,2533-2830,18.861585,0.06329390939597317
B0035.12.4,1-21,0.0,0.0,22-2532,177.90840000000003,0.07085161290322582,2533-2777,17.049555,0.06959002040816327
B0035.13.1,1-59,0.0,0.0,60-953,12.848939999999999,0.01437241610738255,954-991,0.0,0.0
B0035.13.2,1-17,0.0,0.0,18-911,12.848939999999999,0.01437241610738255,912-1021,0.0,0.0
B0035.14a.1,1-7,0.0,0.0,8-1213,45.87730500000001,0.03804088308457712,1214-1670,36.24060000000001,0.07930109409190374
B0035.14a.2,1-35,0.0,0.0,36-1241,45.87730500000001,0.03804088308457712,1242-1698,36.24060000000001,0.07930109409190374
B0035.14b.1,,,,1-141,8.071769999999999,0.05724659574468084,142-596,36.24060000000001,0.07964967032967035
B0035.15.1,1-140,1.6847386363636365,0.012033847402597404,141-992,138.66522136363636,0.16275260723431498,993-1129,6.918659999999999,0.05050116788321167
B0035.16.1,1-6,0.0,0.0,7-1134,52.092118636363644,0.04618095623791103,1135-1220,0.7862113636363635,0.009141992600422831
B0035.18.1,1-8,0.0,0.0,9-281,7.41285,0.027153296703296703,282-335,4.9419,0.09151666666666668
B0035.1a.1,1-28,0.0,0.0,29-925,38.54682000000001,0.042973043478260885,926-1332,215.713935,0.5300096683046683
B0035.1b.1,1-28,0.0,0.0,29-1054,244.5986568379447,0.2384002503293808,1055-1240,33.87740816205534,0.1821366030218029
B0035.2.1,1-4,0.0,0.0,5-1018,64.57416,0.06368260355029587,1019-1298,30.96924,0.11060442857142856
B0035.2.2,1-4,0.0,0.0,5-1018,64.57416,0.06368260355029587,1019-1204,7.24812,0.03896838709677419
B0035.2.3,1-6,0.0,0.0,7-1020,64.57416,0.06368260355029587,1021-1193,7.24812,0.04189664739884393
B0035.21.1,1-92,0.0,0.0,93-260,0.0,0.0,261-310,0.0,0.0
B0035.22.1,,,,1-30,0.0,0.0,,,
B0035.3.1,1-149,1.9767599999999996,0.01326684563758389,150-761,54.39410644268774,0.08887925889328063,762-898,4.661598557312253,0.034026266841695275
B0035.3.2,1-83,1.9767599999999996,0.02381638554216867,84-695,54.39410644268774,0.08887925889328063,696-852,4.661598557312253,0.029691710556129
B0035.4.1,1-1,0.0,0.0,2-382,29.24706272727273,0.07676394416607016,383-548,4.852047272727273,0.029229200438116106
B0035.4.2,1-66,0.0,0.0,67-447,29.24706272727273,0.07676394416607016,448-613,4.852047272727273,0.029229200438116106
B0035.5.1,1-2,0.0,0.0,3-1571,299.97333000000003,0.19118759082217976,1572-1745,22.73274,0.13064793103448274
B0035.6.1,1-6,0.0,0.0,7-2190,194.88607281818184,0.08923354982517484,2191-2487,6.199838181818183,0.020874876033057856
B0035.6.2,1-46,0.0,0.0,47-2230,194.88607281818184,0.08923354982517484,2231-2527,6.199838181818183,0.020874876033057856
B0035.7.1,1-31,3.706425,0.11956209677419355,32-415,26.22055901948052,0.06828270577989719,416-587,0.0,0.0
B0035.8.1,1-26,36.266807045454556,1.3948771940559443,27-398,93.83214232954545,0.2522369417460899,399-504,0.76187625,0.0071875117924528305
B0035.9.1,,,,1-312,157.36519625,0.5043756290064102,,,
B0041.1.1,1-276,2.63568,0.009549565217391304,277-627,0.16473,0.0004693162393162393,628-665,0.0,0.0
B0041.1.2,1-263,2.63568,0.010021596958174905,264-614,0.16473,0.0004693162393162393,615-654,0.0,0.0
B0041.1.3,1-311,2.63568,0.008474855305466237,312-662,0.16473,0.0004693162393162393,663-683,0.0,0.0
B0041.11.1,1-32,0.4492636363636364,0.014039488636363638,33-173,12.276128863636366,0.08706474371373309,174-1081,831.5017377857141,0.9157508125393328
B0041.11.2,1-12,0.4492636363636364,0.03743863636363637,13-153,12.276128863636366,0.08706474371373309,154-787,152.1410980714286,0.2399701862325372
B0041.11.3,1-12,0.4492636363636364,0.03743863636363637,13-153,12.276128863636366,0.08706474371373309,154-714,142.75148807142858,0.2544589805194805
B0041.11.4,1-12,0.4492636363636364,0.03743863636363637,13-153,12.276128863636366,0.08706474371373309,154-427,107.34865778571428,0.39178342257559956
B0041.12.1,,,,1-33,0.0,0.0,,,
B0041.2a.1,1-21,0.04870278260869565,0.0023191801242236024,22-2142,35.994221217391306,0.01697040132833159,2143-2980,38.25501257142861,0.04565037299693151
B0041.2a.2,1-180,2.8718612111801245,0.015954784506556248,181-2301,35.994221217391306,0.01697040132833159,2302-3139,38.25501257142861,0.04565037299693151
B0041.2a.3,1-161,0.4715097826086957,0.0029286321901161225,162-2282,35.994221217391306,0.01697040132833159,2283-3120,38.25501257142861,0.04565037299693151
B0041.2a.4,1-185,2.8718612111801245,0.01552357411448716,186-2306,35.994221217391306,0.01697040132833159,2307-3144,38.25501257142861,0.04565037299693151
B0041.2b.1,1-54,0.148257,0.0027455,55-2295,31.782692428571433,0.014182370561611528,2296-3131,38.25501257142861,0.04575958441558446
B0041.2c.1,1-21,0.04870278260869565,0.0023191801242236024,22-2136,28.16954621739131,0.013318934381745301,2137-2972,38.25501257142861,0.04575958441558446
B0041.2c.2,1-161,0.4715097826086957,0.0029286321901161225,162-2276,28.16954621739131,0.013318934381745301,2277-3112,38.25501257142861,0.04575958441558446
B0041.2c.3,1-102,0.04870278260869565,0.0004774782608695652,103-2217,28.16954621739131,0.013318934381745301,2218-3053,38.25501257142861,0.04575958441558446
B0041.2c.4,1-27,0.04870278260869565,0.001803806763285024,28-2142,28.16954621739131,0.013318934381745301,2143-2899,24.841283999999998,0.032815434610303826
B0041.2d.1,1-54,0.148257,0.0027455,55-2301,39.60736742857142,0.01762677678174073,2302-3135,38.25501257142861,0.04586931963001032
B0041.2e.1,1-54,0.148257,0.0027455,55-2241,39.55794842857142,0.018087767914298777,2242-3075,38.25501257142861,0.04586931963001032
B0041.2f.1,1-54,0.148257,0.0027455,55-2235,31.733273428571433,0.014549873190541693,2236-3071,38.25501257142861,0.04575958441558446
B0041.2g.1,1-21,0.04870278260869565,0.0023191801242236024,22-2082,28.12012721739131,0.013643923928865265,2083-2918,38.25501257142861,0.04575958441558446
B0041.2g.2,1-172,3.4868532111801245,0.02027240239058212,173-2233,28.12012721739131,0.013643923928865265,2234-3069,38.25501257142861,0.04575958441558446
B0041.2g.3,1-161,0.4715097826086957,0.0029286321901161225,162-2222,28.12012721739131,0.013643923928865265,2223-3058,38.25501257142861,0.04575958441558446
B0041.3.1,1-35,8.89542,0.2541548571428571,36-515,0.9883799999999998,0.0020591249999999998,516-549,0.0,0.0
B0041.4.1,1-6,0.0,0.0,7-1044,59.79699,0.057607890173410406,1045-1176,0.0,0.0
B0041.5a.1,1-68,0.0,0.0,69-1358,39.29933659090909,0.03046460200845666,1359-1533,4.68357340909091,0.026763276623376627
B0041.5c.1,1-68,0.0,0.0,69-1211,29.909726590909088,0.026167739799570506,1212-1386,4.68357340909091,0.026763276623376627
B0041.6a.1,,,,1-423,0.0,0.0,424-464,0.0,0.0
B0041.6b.1,1-1,0.0,0.0,2-415,0.0,0.0,416-456,0.0,0.0
B0041.7.1,1-24,0.9668934782608696,0.04028722826086956,25-4104,623.6892665217389,0.15286501630434776,4105-4317,23.968214999999997,0.11252683098591548
B0041.7.2,1-24,0.9668934782608696,0.04028722826086956,25-4104,623.6892665217389,0.15286501630434776,4105-4533,37.311345,0.08697283216783218
B0041.8.1,1-144,8.89542,0.061773749999999995,145-744,182.85030000000003,0.30475050000000004,745-900,23.474024999999997,0.1504745192307692
B0041.8.2,,,,1-600,182.85030000000003,0.30475050000000004,601-759,23.474024999999997,0.14763537735849055
B0047.1.1,1-14,4.289491067193676,0.3063922190852626,15-830,4056.469738932803,4.971163895750984,831-1147,199.81749000000005,0.6303390851735017
B0047.3.1,1-20,0.0,0.0,21-749,930.7394754545459,1.2767345342312015,750-832,1.7970545454545457,0.021651259583789707
B0047.4.1,,,,1-561,307.8803699999999,0.5488063636363635,562-651,3.95352,0.043928
B0198.1.1,1-14,1.958203458498024,0.1398716756070017,15-854,235.747186541502,0.2806514125494071,855-1415,10.87218,0.01938
B0198.2a.1,1-229,0.0,0.0,230-1087,0.0,0.0,1088-1296,0.0,0.0
B0198.2b.1,1-229,0.0,0.0,230-1162,0.0,0.0,1163-1277,0.0,0.0
B0198.3a.1,1-19,0.0,0.0,20-3061,0.0,0.0,3062-3427,0.0,0.0
B0198.3a.2,1-52,0.0,0.0,53-3094,0.0,0.0,3095-3467,0.0,0.0
B0198.3a.3,1-23,0.0,0.0,24-3065,0.0,0.0,3066-3473,0.0,0.0
B0205.10.1,1-96,0.0,0.0,97-1464,0.0,0.0,1465-1503,0.0,0.0
B0205.10.2,1-51,0.0,0.0,52-1419,0.0,0.0,1420-1460,0.0,0.0
B0205.10.3,1-33,0.0,0.0,34-1401,0.0,0.0,1402-1442,0.0,0.0
B0205.11.1,1-28,0.0,0.0,29-859,78.21679909090909,0.09412370528388579,860-954,0.19468090909090907,0.0020492727272727273
B0205.11.2,1-27,0.0,0.0,28-858,78.21679909090909,0.09412370528388579,859-950,0.19468090909090907,0.0021160968379446638
B0205.11.3,1-27,0.0,0.0,28-858,78.21679909090909,0.09412370528388579,859-978,0.19468090909090907,0.001622340909090909
B0205.12.1,1-12,0.0,0.0,13-165,60.71798045454545,0.3968495454545454,166-231,22.305939545454542,0.3379687809917355
B0205.13.1,1-86,0.0,0.0,87-386,0.0,0.0,387-453,0.0,0.0
B0205.14.1,1-79,0.0,0.0,80-307,0.0,0.0,308-364,0.0,0.0
B0205.14.2,1-807,0.9883799999999998,0.0012247583643122675,808-1035,0.0,0.0,1036-1092,0.0,0.0
B0205.14.3,1-116,0.0,0.0,117-344,0.0,0.0,345-401,0.0,0.0
B0205.14.4,1-433,0.9883799999999998,0.0022826327944572744,434-661,0.0,0.0,662-718,0.0,0.0
B0205.1a.1,1-68,4.2417975000000006,0.06237937500000001,69-2342,85.262643487013,0.03749456617722647,2343-2614,23.038239272727274,0.0846994090909091
B0205.1a.2,1-68,4.2417975000000006,0.06237937500000001,69-2342,85.262643487013,0.03749456617722647,2343-2655,23.038239272727274,0.0736045983154226
B0205.1a.3,1-38,0.0,0.0,39-2312,85.262643487013,0.03749456617722647,2313-2584,23.038239272727274,0.0846994090909091
B0205.1b.1,,,,1-2121,79.64417384415584,0.03755029412737192,2122-2393,23.038239272727274,0.0846994090909091
B0205.1b.2,1-4,0.021974851778656122,0.005493712944664031,5-2125,79.9928414923772,0.03771468245750929,2126-2438,23.038239272727274,0.0736045983154226
B0205.2a.1,1-390,0.0,0.0,391-1317,0.0,0.0,,,
B0205.2b.1,,,,1-990,0.0,0.0,,,
B0205.3.1,1-33,0.0,0.0,34-1074,71.91962045454545,0.06908705134922714,1075-1290,21.811749545454543,0.10098032196969696
B0205.3.2,1-33,0.0,0.0,34-1074,71.91962045454545,0.06908705134922714,1075-1197,7.480239545454546,0.060814955654102
B0205.3.3,1-57,0.0,0.0,58-1098,71.91962045454545,0.06908705134922714,1099-1313,21.811749545454543,0.10144999788583509
B0205.4.1,1-96,0.0,0.0,97-1296,0.0,0.0,1297-1365,0.0,0.0
B0205.5.1,1-81,80.71021227272728,0.9964223737373737,82-180,70.24041622529644,0.7094991537908731,181-260,39.3125215019763,0.49140651877470376
B0205.6.1,1-52,13.343129999999999,0.2565986538461538,53-1291,378.05535000000003,0.3051294188861986,1292-1432,7.412850000000001,0.05257340425531915
B0205.7.1,1-17,0.0,0.0,18-1100,292.38077454545447,0.2699730143540669,1101-1475,29.33691545454545,0.07823177454545453
