# distribute
# normalize=0.49419
# analyze_regions=['UTR5', 'CDS', 'UTR3']
ref_id,UTR5,UTR5_count,UTR5_den,CDS,CDS_count,CDS_den,UTR3,UTR3_count,UTR3_den
F25H5.1e.1,1-85,0.0,0.0,86-1546,1.0589785714285715,0.0007248313288354357,1547-2349,1.66789125,0.0020770750311332503
F25H5.1f.1,,,,1-1971,7.483448571428571,0.003796777560339204,1972-2777,1.66789125,0.002069343982630273
F25H5.1g.1,,,,1-525,0.0,0.0,526-1331,1.66789125,0.002069343982630273
F25H5.1h.1,,,,1-2292,18.84981857142857,0.008224179132385939,2293-3095,1.66789125,0.0020770750311332503
F25H5.1i.1,,,,1-2382,18.84981857142857,0.007913441885570348,2383-3185,1.66789125,0.0020770750311332503
F25H5.2.1,1-116,0.0,0.0,117-815,10.377990000000002,0.014846909871244639,816-847,0.0,0.0
F25H5.3a.1,1-31,0.938961,0.030289064516129033,32-1720,26.915523977413894,0.015935775001429186,1721-2092,14.748009016092603,0.03964518552713065
F25H5.3a.2,1-31,0.938961,0.030289064516129033,32-1720,26.915523977413894,0.015935775001429186,1721-2102,14.748009016092603,0.03860735344526859
F25H5.3a.3,1-31,0.938961,0.030289064516129033,32-1720,26.915523977413894,0.015935775001429186,1721-1970,8.664230607001693,0.034656922428006776
F25H5.3a.4,1-45,1.103691,0.024526466666666667,46-1734,26.915523977413894,0.015935775001429186,1735-2116,14.748009016092603,0.03860735344526859
F25H5.3a.5,1-39,1.103691,0.02829976923076923,40-1728,26.847994909090914,0.015895793315033106,1729-2024,12.485785227272729,0.04218170684889435
F25H5.3b.1,1-30,0.0,0.0,31-1833,23.860531250141165,0.013233794370571915,1834-2207,14.748009016092603,0.039433179187413375
F25H5.3c.1,1-431,3.3357825,0.007739634570765662,432-2027,23.860531250141165,0.014950207550213762,2028-2399,14.748009016092603,0.03964518552713065
F25H5.3c.2,1-431,3.3357825,0.007739634570765662,432-2027,23.860531250141165,0.014950207550213762,2028-2226,12.658933107001694,0.06361272918091304
F25H5.3c.3,1-71,0.0,0.0,72-1667,23.860531250141165,0.014950207550213762,1668-2041,14.748009016092603,0.039433179187413375
F25H5.3c.4,1-606,7.494466227272728,0.01236710598559856,607-2202,23.860531250141165,0.014950207550213762,2203-2577,14.748009016092603,0.039328024042913606
F25H5.3c.5,1-588,7.329736227272727,0.01246553780148423,589-2184,23.860531250141165,0.014950207550213762,2185-2558,14.748009016092603,0.039433179187413375
F25H5.3d.1,1-31,0.938961,0.030289064516129033,32-1708,26.915523977413894,0.016049805591779306,1709-2084,14.748009016092603,0.039223428234288836
F25H5.3d.2,1-31,0.938961,0.030289064516129033,32-1708,26.915523977413894,0.016049805591779306,1709-1958,8.664230607001693,0.034656922428006776
F25H5.3e.1,1-69,26.636840999999997,0.38604117391304343,70-2811,380.755563977414,0.13886052661466594,2812-3187,14.748009016092603,0.039223428234288836
F25H5.3e.2,,,,1-2742,380.755563977414,0.13886052661466594,2743-2992,8.664230607001693,0.034656922428006776
F25H5.4a.1,1-147,15.072795,0.10253602040816326,148-2706,120.33526499999998,0.047024331770222735,2707-2818,2.059125,0.018385044642857142
F25H5.4a.2,1-123,15.072795,0.1225430487804878,124-2682,120.33526499999998,0.047024331770222735,2683-2794,2.059125,0.018385044642857142
F25H5.4a.3,1-147,15.072795,0.10253602040816326,148-2706,120.33526499999998,0.047024331770222735,2707-2824,2.059125,0.01745021186440678
F25H5.4a.4,1-147,15.072795,0.10253602040816326,148-2706,120.33526499999998,0.047024331770222735,2707-2836,2.059125,0.015839423076923077
F25H5.4b.1,1-15,0.0,0.0,16-2538,120.33526499999998,0.04769530915576693,2539-2656,2.059125,0.01745021186440678
F25H5.4b.2,1-15,0.0,0.0,16-2538,120.33526499999998,0.04769530915576693,2539-2668,2.059125,0.015839423076923077
F25H5.5a.1,1-5,0.0,0.0,6-2264,448.72452,0.1986385657370518,2265-2454,15.319889999999997,0.08063099999999998
F25H5.5b.1,,,,1-708,151.71633,0.21428860169491526,709-857,15.319889999999997,0.10281805369127515
F25H5.6.1,,,,1-402,62.46522533596839,0.15538613267653828,403-606,23.77092966403162,0.11652416501976284
F25H5.6.2,1-235,1.7970545454545457,0.0076470406189555135,236-637,80.43577079051383,0.2000889820659548,638-841,23.77092966403162,0.11652416501976284
F25H5.7.1,1-98,0.0,0.0,99-1571,1.235475,0.0008387474541751528,1572-1614,0.0,0.0
F25H5.8.1,1-6,0.0,0.0,7-195,4.9419,0.02614761904761905,196-278,0.0,0.0
F25H8.1a.1,1-105,0.0,0.0,106-999,78.32911500000002,0.08761645973154364,1000-1090,0.0,0.0
F25H8.1b.1,1-78,0.0,0.0,79-969,88.70710500000001,0.09955904040404041,970-1063,0.0,0.0
F25H8.2.1,1-118,3.9535199999999993,0.03350440677966101,119-1291,191.74572,0.16346608695652173,1292-1406,0.4941899999999999,0.0042973043478260866
F25H8.3a.1,1-504,61.526655000000005,0.12207669642857144,505-6957,48.59534999999999,0.007530660158066014,6958-7818,0.0,0.0
F25H8.3a.2,1-390,44.724195,0.11467742307692308,391-6843,48.59534999999999,0.007530660158066014,6844-7704,0.0,0.0
F25H8.3b.1,,,,1-6498,48.59534999999999,0.007478508771929823,6499-7359,0.0,0.0
F25H8.5a.1,1-1,0.0,0.0,2-2344,1.8170986153846154,0.000775543583177386,2345-2455,0.0,0.0
F25H8.5b.1,1-1,0.0,0.0,2-1111,1.284894,0.0011575621621621622,1112-1386,0.0,0.0
F25H8.5c.1,1-1,0.0,0.0,2-2398,1.8170986153846154,0.0007580720130932897,2399-2509,0.0,0.0
F25H8.5d.1,1-3,0.0,0.0,4-1368,1.1252326153846153,0.0008243462383770075,1369-1481,0.0,0.0
F25H8.5e.1,,,,1-1146,0.5322046153846154,0.0004644019331453886,1147-1257,0.0,0.0
F25H8.5f.1,,,,1-903,0.0,0.0,904-1014,0.0,0.0
F25H8.5g.1,,,,1-1179,1.284894,0.0010898167938931298,1180-1423,0.0,0.0
F25H8.5h.1,,,,1-1629,1.1252326153846153,0.0006907505312367191,1630-1740,0.0,0.0
F25H8.5i.1,,,,1-1632,1.1252326153846153,0.0006894807692307692,1633-1743,0.0,0.0
F25H8.5j.1,,,,1-1563,1.1252326153846153,0.0007199184999261774,1564-1674,0.0,0.0
F25H8.5k.1,,,,1-2466,1.8170986153846154,0.0007368607523862998,2467-2577,0.0,0.0
F25H8.5l.1,,,,1-621,0.0,0.0,622-732,0.0,0.0
F25H8.5m.1,1-27,0.0,0.0,28-528,0.0,0.0,529-639,0.0,0.0
F25H8.5n.1,,,,1-498,0.0,0.0,499-609,0.0,0.0
F25H8.5o.1,,,,1-804,0.0,0.0,805-915,0.0,0.0
F25H8.5p.1,1-465,1.1252326153846153,0.002419855086848635,466-1215,0.0,0.0,1216-1328,0.0,0.0
F25H8.5p.2,1-336,0.5322046153846154,0.0015839423076923077,337-1086,0.0,0.0,1087-1197,0.0,0.0
F25H8.5q.1,1-336,0.5322046153846154,0.0015839423076923077,337-804,0.0,0.0,805-934,0.0,0.0
F25H8.5q.2,1-10,0.0,0.0,11-478,0.0,0.0,479-608,0.0,0.0
F25H8.5r.1,1-336,0.5322046153846154,0.0015839423076923077,337-693,0.0,0.0,694-1833,0.0,0.0
F25H8.5s.1,,,,1-1299,0.5322046153846154,0.00040970332208207496,1300-1410,0.0,0.0
F25H8.6.1,1-17,0.0,0.0,18-1817,3.9535199999999993,0.0021963999999999994,1818-2276,6.42447,0.013996666666666668
F25H8.7.1,1-28,0.0,0.0,29-229,2.96514,0.014751940298507462,230-341,0.0,0.0
F25H9.1.1,,,,1-1080,0.0,0.0,,,
F25H9.2.1,1-61,0.0,0.0,62-994,8.89542,0.009534212218649517,995-1257,0.0,0.0
F25H9.3.1,,,,1-1059,0.0,0.0,1060-1290,0.0,0.0
F25H9.4.1,1-151,1.9767599999999996,0.013091125827814567,152-1156,6.4244699999999995,0.0063925074626865665,1157-1364,0.0,0.0
F25H9.5a.1,1-71,4.200615,0.05916359154929578,72-1586,53.48711478260868,0.035305026259147644,1587-1772,16.399587717391302,0.08816982643758765
F25H9.5a.2,1-150,4.200615,0.0280041,151-1665,53.48711478260868,0.035305026259147644,1666-1851,16.399587717391302,0.08816982643758765
F25H9.5a.3,1-58,0.0,0.0,59-1573,53.48711478260868,0.035305026259147644,1574-1762,16.399587717391302,0.08677030538302276
F25H9.5b.1,,,,1-894,41.79128478260869,0.04674640355996498,895-1082,16.399587717391302,0.08723184956059203
F25H9.6.1,1-93,0.0,0.0,94-807,103.77989999999998,0.14534999999999998,808-1068,15.81408,0.06059034482758621
F25H9.7a.1,1-63,0.0,0.0,64-477,36.645262826086956,0.08851512759924386,478-559,1.6544621739130438,0.020176367974549317
F25H9.7b.1,1-2,0.0,0.0,3-305,36.645262826086956,0.12094146147223418,306-385,1.6544621739130438,0.020680777173913048
F26A1.1.1,1-31,0.0,0.0,32-862,238.69376999999997,0.28723678700361005,863-990,18.779220000000002,0.14671265625000002
F26A1.10.1,1-54,0.0,0.0,55-270,0.0,0.0,271-436,0.0,0.0
F26A1.11.1,,,,1-780,0.0,0.0,,,
F26A1.12.1,1-8,0.0,0.0,9-704,27.18045,0.039052370689655176,705-763,0.0,0.0
F26A1.13.1,1-57,0.0,0.0,58-2028,347.03076592885384,0.17606837439312725,2029-2518,85.38548407114624,0.17425608994111477
F26A1.15.1,1-3,0.0,0.0,4-408,0.0,0.0,409-454,0.0,0.0
F26A1.19.1,1-4,0.0,0.0,5-262,0.0,0.0,263-491,0.0,0.0
F26A1.2.1,,,,1-1386,3.953520000000001,0.002852467532467533,1387-1448,0.0,0.0
F26A1.3.1,1-35,0.0,0.0,36-1574,26.19207,0.01701888888888889,1575-1623,0.0,0.0
F26A1.4.1,1-431,8.89542,0.020639025522041762,432-1052,1.2354749999999999,0.0019894927536231884,1053-1112,0.0,0.0
F26A1.4.2,1-126,0.0,0.0,127-747,1.2354749999999999,0.0019894927536231884,748-798,0.0,0.0
F26A1.6.1,1-165,0.0,0.0,166-924,0.0,0.0,925-1141,0.0,0.0
F26A1.7.1,,,,1-450,0.0,0.0,,,
F26A1.8.1,1-10,0.0,0.0,11-1228,0.0,0.0,1229-1375,0.0,0.0
F26A1.9.1,1-254,0.0,0.0,255-620,0.0,0.0,621-734,0.0,0.0
F26A1.9.2,1-602,0.0,0.0,603-968,0.0,0.0,969-1130,0.0,0.0
F26A1.9.3,1-590,0.0,0.0,591-956,0.0,0.0,957-1071,0.0,0.0
F26A10.1.1,1-30,0.0,0.0,31-258,0.0,0.0,259-533,0.0,0.0
F26A10.2.1,1-87,0.0,0.0,88-1950,0.0,0.0,1951-3523,11.86056,0.007540089001907183
F26A3.1.1,,,,1-987,40.611479407114615,0.04114638237802899,988-1074,12.019755592885376,0.1381581102630503
F26A3.1.2,1-169,1.070745,0.006335769230769231,170-1156,40.611479407114615,0.04114638237802899,1157-1237,12.019755592885376,0.14839204435660958
F26A3.2a.1,1-87,1.6061174999999996,0.018461120689655167,88-564,4.527079909090909,0.009490733562035449,565-582,0.34069159090909096,0.018927310606060607
F26A3.2a.2,1-87,1.6061174999999996,0.018461120689655167,88-564,4.527079909090909,0.009490733562035449,565-1156,9.549098590909091,0.016130234106265358
F26A3.2a.3,1-87,1.6061174999999996,0.018461120689655167,88-564,4.527079909090909,0.009490733562035449,565-1006,7.242878590909092,0.016386603146853147
F26A3.2a.4,1-87,1.6061174999999996,0.018461120689655167,88-564,4.527079909090909,0.009490733562035449,565-638,3.206993590909091,0.04333775122850123
F26A3.2b.1,,,,1-276,3.9093424090909092,0.014164284090909092,277-868,9.549098590909091,0.016130234106265358
F26A3.2c.1,,,,1-171,3.612828409090909,0.021127651515151516,172-761,9.549098590909091,0.01618491286594761
F26A3.3.1,1-66,14.78370361660079,0.2239955093424362,67-4965,1345.3919063833998,0.2746258228992447,4966-5218,212.50169999999994,0.8399276679841895
F26A3.4.1,1-12,0.0,0.0,13-693,17.296649999999996,0.025398898678414092,694-947,2.223855,0.00875533464566929
F26A3.4.2,1-12,0.0,0.0,13-693,17.296649999999996,0.025398898678414092,694-909,1.97676,0.009151666666666667
F26A3.4.3,1-14,0.0,0.0,15-695,17.296649999999996,0.025398898678414092,696-876,0.24709499999999995,0.0013651657458563532
F26A3.5.1,,,,1-996,5.930280000000001,0.005954096385542169,997-1099,0.0,0.0
F26A3.6.1,1-1,0.0,0.0,2-1465,8.895420000000001,0.00607610655737705,1466-1637,8.89542,0.05171755813953488
F26A3.7.1,1-7,0.0,0.0,8-901,84.753585,0.0948026677852349,902-951,8.895420000000001,0.17790840000000002
F26A3.7.2,1-138,0.0,0.0,139-1032,84.753585,0.0948026677852349,1033-1083,8.895420000000001,0.17442000000000002
F26A3.8a.1,1-10,0.0,0.0,11-4816,511.15719000000036,0.10635813358302129,4817-5026,3.9535199999999997,0.018826285714285712
F26A3.8b.1,,,,1-4563,485.4593100000003,0.1063903813280737,4564-4773,3.9535199999999997,0.018826285714285712
F26B1.1.1,1-40,0.0,0.0,41-541,0.9883799999999998,0.0019728143712574846,542-560,0.0,0.0
F26B1.2a.1,1-16,0.0,0.0,17-1210,38.42396458546395,0.03218087486219761,1211-1843,30.356282215235368,0.04795621203038763
F26B1.2b.1,1-3,0.0,0.0,4-207,2.0908038461538463,0.010249038461538462,208-1846,53.05803545454549,0.032372199789228485
F26B1.2b.2,1-3,0.0,0.0,4-207,2.0908038461538463,0.010249038461538462,208-1514,50.09289545454548,0.03832662238297282
F26B1.2b.3,1-69,0.0,0.0,70-273,2.0908038461538463,0.010249038461538462,274-1800,53.428677954545485,0.03498931103768532
F26B1.2b.4,1-66,0.0,0.0,67-270,2.0908038461538463,0.010249038461538462,271-1799,53.428677954545485,0.03494354346275048
F26B1.2b.5,1-60,0.0,0.0,61-264,2.0908038461538463,0.010249038461538462,265-1781,53.05803545454549,0.03497563312758437
F26B1.2b.6,1-10,0.0,0.0,11-214,2.0908038461538463,0.010249038461538462,215-1742,53.428677954545485,0.034966412273917204
F26B1.2b.7,1-4,0.0,0.0,5-208,2.0908038461538463,0.010249038461538462,209-1742,53.428677954545485,0.03482964664572717
F26B1.2c.1,1-3,0.0,0.0,4-1146,38.42396458546395,0.0336167669164164,1147-1779,30.356282215235368,0.04795621203038763
F26B1.2c.2,1-27,0.0,0.0,28-1170,38.42396458546395,0.0336167669164164,1171-1803,30.356282215235368,0.04795621203038763
F26B1.2d.1,1-3,0.0,0.0,4-219,2.0908038461538463,0.009679647435897436,220-639,3.871155,0.009217035714285714
F26B1.2d.2,1-71,0.0,0.0,72-287,2.0908038461538463,0.009679647435897436,288-2100,54.33469295454549,0.029969494183422773
F26B1.2e.1,1-12,0.0,0.0,13-294,15.351568846153846,0.05443818739770867,295-511,0.0,0.0
F26B1.3.1,1-14,0.13477909090909093,0.009627077922077924,15-1610,449.68946015810315,0.28176031338227014,1611-1808,80.68872575098814,0.4075188169241825
F26B1.3.2,1-52,0.13477909090909093,0.002591905594405595,53-1648,449.68946015810315,0.28176031338227014,1649-1846,80.68872575098814,0.4075188169241825
F26B1.4.1,1-49,0.0,0.0,50-919,0.0,0.0,920-994,0.0,0.0
F26B1.5.1,,,,1-1152,2.9651400000000003,0.0025739062500000002,1153-1179,0.0,0.0
F26B1.6.1,,,,1-981,0.0,0.0,982-1013,0.0,0.0
F26B1.7.1,1-36,0.0,0.0,37-1125,0.0,0.0,1126-1261,0.0,0.0
F26B1.8.1,1-66,0.49419,0.007487727272727273,67-546,0.8236500000000002,0.0017159375000000004,547-601,0.0,0.0
F26C11.1.1,1-7,0.0,0.0,8-1315,0.0,0.0,1316-1370,0.0,0.0
F26C11.1.2,1-97,0.0,0.0,98-1405,0.0,0.0,1406-1468,0.0,0.0
F26C11.2.1,1-119,0.0,0.0,120-878,0.0,0.0,879-987,0.0,0.0
F26C11.3a.1,,,,1-3750,2.866302,0.0007643472,,,
F26C11.3b.1,,,,1-3843,2.866302,0.0007458501170960188,,,
F26C11.3c.1,,,,1-3840,2.866302,0.0007464328125,,,
F26C11.3d.1,,,,1-3837,2.866302,0.0007470164190774043,,,
F26C11.3f.1,,,,1-3810,2.866302,0.0007523102362204725,,,
F26C11.4.1,1-19,0.0,0.0,20-400,0.0,0.0,401-450,0.0,0.0
F26D10.10.1,1-19,11.027468952569171,0.5803931027667985,20-1129,631.42050770751,0.5688473042409999,1130-1280,304.42006333992094,2.0160269095359005
F26D10.11.1,1-57,0.22463181818181815,0.00394090909090909,58-747,0.2695581818181818,0.00039066403162055333,748-847,0.0,0.0
F26D10.12a.1,1-10,0.0,0.0,11-472,0.32946,0.0007131168831168831,473-540,0.0,0.0
F26D10.12b.1,,,,1-144,0.32946,0.0022879166666666664,145-211,0.0,0.0
F26D10.12c.1,,,,1-201,0.32946,0.0016391044776119402,202-268,0.0,0.0
F26D10.13.1,1-15,0.0,0.0,16-447,0.0,0.0,448-505,0.0,0.0
F26D10.3.1,1-5,0.0,0.0,6-1928,305.3921982272728,0.15881029549000145,1929-2073,46.61110227272728,0.32145587774294676
F26D10.3.2,1-5,0.0,0.0,6-1928,305.3921982272728,0.15881029549000145,1929-2059,46.61110227272728,0.35580994101318536
F26D10.3.3,1-5,0.0,0.0,6-1928,305.3921982272728,0.15881029549000145,1929-1983,1.8869072727272729,0.034307404958677686
F26D10.3.4,1-5,0.0,0.0,6-1928,302.6666655000001,0.15739296177847117,1929-1976,0.0,0.0
F26D10.8.1,,,,1-1035,0.0,0.0,,,
F26D10.9a.1,1-1,0.0,0.0,2-1843,2.649505553571429,0.0014383852082363894,1844-1965,0.0,0.0
F26D10.9b.1,1-1303,0.9507274285714287,0.0007296449950663305,1304-1837,1.698778125,0.003181232443820225,1838-1964,0.0,0.0
F26D10.9b.10,1-1266,0.9507274285714287,0.0007509695328368315,1267-1800,1.698778125,0.003181232443820225,1801-1927,0.0,0.0
F26D10.9b.11,1-1263,0.9507274285714287,0.0007527533084492706,1264-1797,1.698778125,0.003181232443820225,1798-1924,0.0,0.0
F26D10.9b.12,1-1249,0.9507274285714287,0.0007611908955736018,1250-1783,1.698778125,0.003181232443820225,1784-1910,0.0,0.0
F26D10.9b.13,1-1424,0.9507274285714287,0.0006676456661316212,1425-1958,1.698778125,0.003181232443820225,1959-2085,0.0,0.0
F26D10.9b.14,1-536,0.280041,0.0005224645522388059,537-1070,1.698778125,0.003181232443820225,1071-1197,0.0,0.0
F26D10.9b.15,1-204,0.24709499999999995,0.0012112499999999999,205-738,1.698778125,0.003181232443820225,739-865,0.0,0.0
F26D10.9b.2,1-1332,0.9507274285714287,0.0007137593307593308,1333-1866,1.698778125,0.003181232443820225,1867-1993,0.0,0.0
F26D10.9b.3,1-1288,0.9507274285714287,0.0007381424134871341,1289-1822,1.698778125,0.003181232443820225,1823-1949,0.0,0.0
F26D10.9b.4,1-1315,0.9507274285714287,0.000722986637696904,1316-1849,1.698778125,0.003181232443820225,1850-1976,0.0,0.0
F26D10.9b.5,1-1302,0.9507274285714287,0.0007302053982883477,1303-1836,1.698778125,0.003181232443820225,1837-1963,0.0,0.0
F26D10.9b.6,1-1464,0.9507274285714287,0.000649403981264637,1465-1998,1.698778125,0.003181232443820225,1999-2125,0.0,0.0
F26D10.9b.7,1-1298,0.9507274285714287,0.0007324556460488664,1299-1832,1.698778125,0.003181232443820225,1833-1959,0.0,0.0
F26D10.9b.8,1-1266,0.9507274285714287,0.0007509695328368315,1267-1800,1.698778125,0.003181232443820225,1801-1927,0.0,0.0
F26D10.9b.9,1-1310,0.9507274285714287,0.0007257461286804799,1311-1844,1.698778125,0.003181232443820225,1845-1971,0.0,0.0
F26D11.1.1,1-243,78.59867318181817,0.3234513299663299,244-768,425.96931681818177,0.8113701272727272,769-805,0.0,0.0
F26D11.10a.1,,,,1-1680,0.0,0.0,,,
F26D11.10b.1,,,,1-1692,0.0,0.0,,,
F26D11.10c.1,,,,1-1671,0.0,0.0,,,
F26D11.10d.1,1-51,0.0,0.0,52-1734,0.0,0.0,1735-2063,0.0,0.0
F26D11.11a.1,1-146,0.65892,0.004513150684931506,147-2177,9.883799999999997,0.004866469719350073,2178-2807,8.07177,0.012812333333333335
F26D11.11b.1,1-146,0.65892,0.004513150684931506,147-2246,10.335016956521738,0.0049214366459627325,2247-2774,7.620553043478262,0.014432865612648223
F26D11.11c.1,1-146,0.65892,0.004513150684931506,147-2267,10.335016956521738,0.004872709550458151,2268-2797,7.620553043478262,0.01437840196882691
F26D11.11d.1,1-146,0.65892,0.004513150684931506,147-2216,10.335016956521738,0.004992761814744801,2217-2744,7.620553043478262,0.014432865612648223
F26D11.11e.1,1-146,0.65892,0.004513150684931506,147-2195,10.335016956521738,0.005043932140810999,2196-2723,7.620553043478262,0.014432865612648223
F26D11.11f.1,1-146,0.65892,0.004513150684931506,147-2156,9.883799999999997,0.00491731343283582,2157-2787,8.07177,0.01279202852614897
F26D11.12.1,1-57,0.0,0.0,58-444,67.18737681818183,0.17361079281183936,445-460,1.010843181818182,0.06317769886363638
F26D11.13.1,,,,1-813,8.89542,0.010941476014760147,814-1005,0.0,0.0
F26D11.2.1,1-61,0.0,0.0,62-1216,0.0,0.0,,,
F26D11.5.1,,,,1-792,0.0,0.0,793-821,0.0,0.0
F26D11.6.1,1-175,0.0,0.0,176-676,4.9419,0.009864071856287427,677-751,0.0,0.0
F26D11.9.1,,,,1-774,0.49419,0.0006384883720930233,775-804,0.0,0.0
F26D12.1a.1,,,,1-2337,6.350929821428572,0.0027175566202090593,2338-3079,1.376672142857143,0.0018553532922603005
F26D12.1b.1,,,,1-1779,3.632884821428571,0.0020420937725849192,1780-2520,1.376672142857143,0.0018578571428571429
F26D12.1e.1,,,,1-888,1.7178985714285715,0.0019345704633204634,889-1612,1.376672142857143,0.001901480860299921
F26D12.1f.1,,,,1-300,0.8118835714285715,0.0027062785714285715,301-1024,1.376672142857143,0.001901480860299921
F26D12.1g.1,,,,1-2280,5.444914821428572,0.002388120535714286,2281-3023,1.376672142857143,0.0018528561815035571
F26D12.1h.1,,,,1-1722,2.726869821428571,0.0015835480960676952,1723-2465,1.376672142857143,0.0018528561815035571
F26D12.1i.1,,,,1-831,0.8118835714285715,0.0009769958741619393,832-1574,1.376672142857143,0.0018528561815035571
F26D12.1j.1,,,,1-2295,6.350929821428572,0.002767289682539683,2296-3143,1.376672142857143,0.0016234341307277628
F26D12.1k.1,,,,1-2238,5.444914821428572,0.002432937811183455,2239-3086,1.376672142857143,0.0016234341307277628
F26D12.1l.1,,,,1-1737,3.632884821428571,0.0020914708240809274,1738-2585,1.376672142857143,0.0016234341307277628
F26D12.1m.1,,,,1-1680,2.726869821428571,0.0016231367984693877,1681-2528,1.376672142857143,0.0016234341307277628
F26D12.1n.1,,,,1-846,1.7178985714285715,0.002030612968591692,847-1694,1.376672142857143,0.0016234341307277628
F26D12.1o.1,,,,1-789,0.8118835714285715,0.0010290032590983163,790-1637,1.376672142857143,0.0016234341307277628
F26D12.1p.1,,,,1-258,0.8118835714285715,0.003146835548172758,259-1106,1.376672142857143,0.0016234341307277628
F26D2.1.1,,,,1-1041,0.0,0.0,,,
F26D2.10.1,1-108,0.0,0.0,109-3750,1.6061175000000003,0.0004409987644151566,3751-3763,0.0,0.0
F26D2.10.2,1-26,0.0,0.0,27-3668,1.6061175000000003,0.0004409987644151566,3669-3681,0.0,0.0
F26D2.11.1,,,,1-1086,0.0,0.0,,,
F26D2.12a.1,,,,1-726,0.0,0.0,,,
F26D2.12b.1,1-24,0.0,0.0,25-714,0.0,0.0,,,
F26D2.12c.1,,,,1-609,0.0,0.0,,,
F26D2.13.1,,,,1-744,0.0,0.0,745-797,0.0,0.0
F26D2.14.1,,,,1-765,0.0,0.0,,,
F26D2.15.1,,,,1-840,11.36637,0.013531392857142856,,,
F26D2.16.1,1-569,0.0,0.0,570-1823,9.389610000000001,0.0074877272727272735,1824-1905,0.0,0.0
F26D2.2.1,1-16,0.0,0.0,17-1486,522.35883,0.3553461428571429,1487-1580,0.0,0.0
F26D2.3a.1,,,,1-1431,146.28024000000002,0.10222238993710693,,,
F26D2.3c.1,,,,1-633,91.5486975,0.1446266943127962,634-1595,62.14439250000001,0.06459916060291061
F26D2.4.1,,,,1-999,0.0,0.0,,,
F26D2.7.1,,,,1-1026,0.0,0.0,,,
F26D2.9.1,,,,1-1128,0.0,0.0,,,
F26E4.1.1,1-116,61.77375,0.5325323275862069,117-1604,122.06493000000002,0.08203288306451614,1605-2534,367.67736000000014,0.39535200000000015
F26E4.10a.1,,,,1-3261,284.6231635375496,0.08728094558035866,3262-3401,2.2541314624505926,0.016100939017504232
F26E4.10b.1,,,,1-3246,261.89042353754957,0.08068096843424201,3247-3386,2.2541314624505926,0.016100939017504232
F26E4.11.1,,,,1-1740,119.09978999999998,0.06844815517241379,1741-2188,78.08202,0.17429022321428572
F26E4.12.1,1-62,0.4717268181818182,0.007608497067448681,63-554,30.684706363636366,0.06236728935698448,555-632,7.390386818181819,0.09474854895104896
F26E4.12.2,,,,1-492,29.673863181818184,0.060312730044345904,493-571,7.390386818181819,0.0935492002301496
F26E4.2.1,1-2,0.0,0.0,3-416,22.732740000000007,0.054910000000000014,417-451,0.0,0.0
F26E4.3.1,1-89,0.0,0.0,90-1448,0.0,0.0,1449-1617,0.0,0.0
F26E4.3.2,1-85,0.0,0.0,86-1444,0.0,0.0,1445-1652,0.0,0.0
F26E4.3.3,1-85,0.0,0.0,86-1444,0.0,0.0,1445-1594,0.0,0.0
F26E4.3.4,1-37,0.0,0.0,38-1396,0.0,0.0,1397-1604,0.0,0.0
F26E4.4.1,1-5,0.0,0.0,6-1232,185.32125000000002,0.15103606356968216,1233-1363,21.25017,0.16221503816793895
F26E4.5.1,1-24,0.0,0.0,25-1449,5.43609,0.0038148,1450-1565,0.0,0.0
F26E4.6.1,1-4,0.0,0.0,5-259,26.356799999999993,0.10335999999999997,260-389,52.466505,0.40358849999999996
F26E4.6.2,1-105,0.0,0.0,106-360,26.356799999999993,0.10335999999999997,361-494,52.466505,0.39154108208955224
F26E4.6.3,1-10,0.0,0.0,11-265,26.356799999999993,0.10335999999999997,266-328,3.78879,0.06013952380952381
F26E4.7a.1,1-115,0.741285,0.00644595652173913,116-2149,8.648325,0.004251880530973451,2150-2368,0.0,0.0
F26E4.7b.1,1-115,0.741285,0.00644595652173913,116-1942,8.648325,0.004733620689655172,1943-2161,0.0,0.0
F26E4.8a.1,1-13,0.6851270454545455,0.052702080419580424,14-1363,231.96155440909095,0.17182337363636366,1364-1515,12.916329545454545,0.08497585227272726
F26E4.8b.1,1-86,0.0,0.0,87-1451,232.6466814545455,0.1704371292707293,1452-1607,12.916329545454545,0.08279698426573426
F26E4.9.1,,,,1-399,94.58497090909091,0.23705506493506495,400-686,4.08829909090909,0.014244944567627493
F26E4.9.2,1-136,0.0,0.0,137-535,94.58497090909091,0.23705506493506495,536-822,4.08829909090909,0.014244944567627493
F26E4.9.3,1-86,0.0,0.0,87-485,94.58497090909091,0.23705506493506495,486-772,4.08829909090909,0.014244944567627493
F26F12.1.1,1-60,0.0,0.0,61-930,0.0,0.0,931-969,0.0,0.0
F26F12.2.1,1-26,0.0,0.0,27-779,9.38961,0.012469601593625496,780-844,0.0,0.0
F26F12.3a.1,1-44,0.0,0.0,45-2717,2.8004100000000003,0.0010476655443322112,2718-3594,0.0,0.0
F26F12.3a.2,1-64,0.0,0.0,65-2737,2.8004100000000003,0.0010476655443322112,2738-3614,0.0,0.0
F26F12.3b.1,1-285,0.98838,0.003468,286-2703,1.8120299999999998,0.0007493920595533498,2704-3578,0.0,0.0
F26F12.3b.2,1-272,0.98838,0.0036337500000000003,273-2690,1.8120299999999998,0.0007493920595533498,2691-3565,0.0,0.0
